SNOMEDCT_ID	SNOMEDCT_NAME	ICD10CM_ID	ICD10CM_NAME	MESH_ID
204878001	Undescended testicle	Q53.211	Bilateral intraabdominal testes	D003456
204878001	Undescended testicle	Q76.49	Other congenital malformations of spine, not associated with scoliosis	D003456
204878001	Undescended testicle	H91.90	Unspecified hearing loss, unspecified ear	D003456
204920009	Cyst of hydatid of Morgagni	Q55.4	Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate	D010310
204920009	Cyst of hydatid of Morgagni	Q55.4	Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate	D010310
204984002	Congenital fusion of kidneys	Q18.9	Congenital malformation of face and neck, unspecified	D000069337
204984002	Congenital fusion of kidneys	Q63.1	Lobulated, fused and horseshoe kidney	D000069337
204984002	Congenital fusion of kidneys	Q24.8	Other specified congenital malformations of heart	D000069337
204984002	Congenital fusion of kidneys	Q63.9	Congenital malformation of kidney, unspecified	D000069337
205082007	Congenital vertical talus	Q66.81	Congenital vertical talus deformity, right foot	D005413
205082007	Congenital vertical talus	Q66.82	Congenital vertical talus deformity, left foot	D005413
205082007	Congenital vertical talus	Q66.80	Congenital vertical talus deformity, unspecified foot	D005413
205101001	Congenital pectus carinatum	Q74.8	Other specified congenital malformations of limb(s)	D066166
205237003	Pneumonitis	J18.9	Pneumonia, unspecified organism	D011014
205484001	Short rib polydactyly syndrome	Q77.2	Short rib syndrome	D012779
20558004	Adverse effect of radiation therapy	T66.XXX?	Radiation sickness, unspecified, episode of care unspecified	D011832
205615000	Trisomy 21- meiotic nondisjunction	Q90.0	Trisomy 21, nonmosaicism (meiotic nondisjunction)	D004314
205684007	Turner's phenotype, karyotype normal	Q96.8	Other variants of Turner's syndrome	D009634
205728002	Duplication of chromosome	Q92.9	Trisomy and partial trisomy of autosomes, unspecified	D058674
205728002	Duplication of chromosome	Q92.8	Other specified trisomies and partial trisomies of autosomes	D058674
205728002	Duplication of chromosome	Q92.8	Other specified trisomies and partial trisomies of autosomes	D058674
205728002	Duplication of chromosome	Q92.5	Duplications with other complex rearrangements	D058674
205728002	Duplication of chromosome	Q99.8	Other specified chromosome abnormalities	D058674
205728002	Duplication of chromosome	Q93.7	Deletions with other complex rearrangements	D058674
20610004	Fourth nerve palsy	H49.13	Fourth [trochlear] nerve palsy, bilateral	D020432
20610004	Fourth nerve palsy	H49.10	Fourth [trochlear] nerve palsy, unspecified eye	D020432
206376005	Sepsis of the newborn	P36.9	Bacterial sepsis of newborn, unspecified	D000071074
206523001	Meconium ileus	E88.89	Other specified metabolic disorders	D000074270
206523001	Meconium ileus	E84.11	Meconium ileus in cystic fibrosis	D000074270
206523001	Meconium ileus	P78.0	Perinatal intestinal perforation	D000074270
206523001	Meconium ileus	P76.8	Other specified intestinal obstruction of newborn	D000074270
206597007	Persistent fetal circulation	P29.38	Other persistent fetal circulation	D010547
20674003	Oral fistula	K12.2	Cellulitis and abscess of mouth	D016155
20696009	Peripheral venous insufficiency	I87.2	Venous insufficiency (chronic) (peripheral)	D014689
207036003	Angiofollicular lymph node hyperplasia	D36.0	Benign neoplasm of lymph nodes	D005871
207036003	Angiofollicular lymph node hyperplasia	D36.0	Benign neoplasm of lymph nodes	D005871
207036003	Angiofollicular lymph node hyperplasia	D36.0	Benign neoplasm of lymph nodes	D005871
207036003	Angiofollicular lymph node hyperplasia	R59.9	Enlarged lymph nodes, unspecified	D005871
207036003	Angiofollicular lymph node hyperplasia	B10.89	Other human herpesvirus infection	D005871
207363009	Anxiety neurosis	F93.8	Other childhood emotional disorders	D001008
20754004	Achylia gastrica	K31.89	Other diseases of stomach and duodenum	D000126
2081000124103	Multiple chronic diseases	R69	Illness, unspecified	D000071069
20813000	Afferent loop syndrome	K91.30	Postprocedural intestinal obstruction, unspecified as to partial versus complete	D000343
20848007	Infestation by Pediculus	B85.4	Mixed pediculosis and phthiriasis	D010373
20848007	Infestation by Pediculus	B85.1	Pediculosis due to Pediculus humanus corporis	D010373
20848007	Infestation by Pediculus	B85.4	Mixed pediculosis and phthiriasis	D010373
20848007	Infestation by Pediculus	B85.3	Phthiriasis	D010373
20848007	Infestation by Pediculus	B85.0	Pediculosis due to Pediculus humanus capitis	D010373
20848007	Infestation by Pediculus	B85.4	Mixed pediculosis and phthiriasis	D010373
2089002	Osteitis deformans	M88.9	Osteitis deformans of unspecified bone	D010001
20928004	Ulcer of anus	K62.6	Ulcer of anus and rectum	D005401
209409002	Sprains and strains of joints and adjacent muscles	S33.8XX?	Sprain of other parts of lumbar spine and pelvis, episode of care unspecified	D013180
209409002	Sprains and strains of joints and adjacent muscles	T14.8XX?	Other injury of unspecified body region, episode of care unspecified	D013180
210038008	Focal brain injury	S06.300?	Unspecified focal traumatic brain injury without loss of consciousness, episode of care unspecified	D001930
210366009	Dislocation of tooth	S03.2XX?	Dislocation of tooth, episode of care unspecified	D014084
21111006	Complete trisomy 13 syndrome	O35.1XX0	Maternal care for (suspected) chromosomal abnormality in fetus, not applicable or unspecified	D000073839
21111006	Complete trisomy 13 syndrome	Q91.4	Trisomy 13, nonmosaicism (meiotic nondisjunction)	D000073839
21111006	Complete trisomy 13 syndrome	Q91.5	Trisomy 13, mosaicism (mitotic nondisjunction)	D000073839
21112004	Vascular hemostatic disease	L95.9	Vasculitis limited to the skin, unspecified	D020141
21112004	Vascular hemostatic disease	I78.8	Other diseases of capillaries	D020141
21112004	Vascular hemostatic disease	P54.5	Neonatal cutaneous hemorrhage	D020141
211537004	Crushing injury of skull	S07.1XX?	Crushing injury of skull, episode of care unspecified	D006259
211537004	Crushing injury of skull	S06.9X0?	Unspecified intracranial injury without loss of consciousness, episode of care unspecified	D006259
21162009	Outerspace sickness	T75.3XX?	Motion sickness, episode of care unspecified	D018489
21162009	Outerspace sickness	Y92.89	Other specified places as the place of occurrence of the external cause	D018489
21173002	Benign adenoma of prostate	D29.1	Benign neoplasm of prostate	D011470
21202004	Perinatal subarachnoid hemorrhage	P10.3	Subarachnoid hemorrhage due to birth injury	D013345
21202004	Perinatal subarachnoid hemorrhage	P52.5	Subarachnoid (nontraumatic) hemorrhage of newborn	D013345
212145003	Injury to oculomotor nerve	S04.10X?	Injury of oculomotor nerve, unspecified side, episode of care unspecified	D061220
212372004	Fat embolism	T79.1XX?	Fat embolism (traumatic), episode of care unspecified	D004620
212483009	Multiple injuries of head	S00.90X?	Unspecified superficial injury of unspecified part of head, episode of care unspecified	D006259
212483009	Multiple injuries of head	S09.0XX?	Injury of blood vessels of head, not elsewhere classified, episode of care unspecified	D006259
212483009	Multiple injuries of head	S06.309?	Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, episode of care unspecified	D006259
212483009	Multiple injuries of head	S06.309?	Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, episode of care unspecified	D006259
212483009	Multiple injuries of head	S06.2X9?	Diffuse traumatic brain injury with loss of consciousness of unspecified duration, episode of care unspecified	D006259
212483009	Multiple injuries of head	S09.90X?	Unspecified injury of head, episode of care unspecified	D006259
212483009	Multiple injuries of head	S29.9XX?	Unspecified injury of thorax, episode of care unspecified	D006259
21258007	Thrombosis of lateral venous sinus	G08	Intracranial and intraspinal phlebitis and thrombophlebitis	D020227
212916004	Hypothermia - accidental	T81.89X?	Other complications of procedures, not elsewhere classified, episode of care unspecified	D007035
212916004	Hypothermia - accidental	P80.8	Other hypothermia of newborn	D007035
212916004	Hypothermia - accidental	T68.XXX?	Hypothermia, episode of care unspecified	D007035
212916004	Hypothermia - accidental	T68.XXX?	Hypothermia, episode of care unspecified	D007035
212968006	Starvation	E43	Unspecified severe protein-calorie malnutrition	D013217
212968006	Starvation	T73.0XX?	Starvation, episode of care unspecified	D013217
213026003	Malignant hyperpyrexia due to anesthetic	T88.3XX?	Malignant hyperthermia due to anesthesia, episode of care unspecified	D008305
213026003	Malignant hyperpyrexia due to anesthetic	T41.45X?	Adverse effect of unspecified anesthetic, episode of care unspecified	D008305
213081005	Loosening of prosthesis	T85.698?	Other mechanical complication of other specified internal prosthetic devices, implants and grafts, episode of care unspecified	D011475
213081005	Loosening of prosthesis	Y82.9	Unspecified medical devices associated with adverse incidents	D011475
213261000	Intraoperative hemorrhage	T88.8XX?	Other specified complications of surgical and medical care, not elsewhere classified, episode of care unspecified	D016063
213261000	Intraoperative hemorrhage	P54.9	Neonatal hemorrhage, unspecified	D016063
213281004	Ketonemia	R79.89	Other specified abnormal findings of blood chemistry	D007662
213281004	Ketonemia	E88.89	Other specified metabolic disorders	D007662
213323001	Serum rash	T80.61X?	Other serum reaction due to administration of blood and blood products, episode of care unspecified	D012713
213325008	Urticaria due to serum	T80.69X?	Other serum reaction due to other serum, episode of care unspecified	D012713
21361000119109	Paraneoplastic peripheral neuropathy	D49.9	Neoplasm of unspecified behavior of unspecified site	D020364
21361000119109	Paraneoplastic peripheral neuropathy	G13.0	Paraneoplastic neuromyopathy and neuropathy	D020364
21361000119109	Paraneoplastic peripheral neuropathy	G63	Polyneuropathy in diseases classified elsewhere	D020364
21454007	Subarachnoid hemorrhage	P52.5	Subarachnoid (nontraumatic) hemorrhage of newborn	D013345
21454007	Subarachnoid hemorrhage	I60.9	Nontraumatic subarachnoid hemorrhage, unspecified	D013345
21560005	Lepromatous leprosy	H20.00	Unspecified acute and subacute iridocyclitis	D015440
21586000	Munchausen's syndrome	F68.10	Factitious disorder imposed on self, unspecified	D009110
21647008	Amphetamine dependence	F15.20	Other stimulant dependence, uncomplicated	D019969
21763005	Injury of teeth	S00.502?	Unspecified superficial injury of oral cavity, episode of care unspecified	D018677
217665000	Poisoning due to venomous spider	T63.311?	Toxic effect of venom of black widow spider, accidental (unintentional), episode of care unspecified	D001098
217665000	Poisoning due to venomous spider	T63.321?	Toxic effect of venom of tarantula, accidental (unintentional), episode of care unspecified	D001098
217665000	Poisoning due to venomous spider	T63.331?	Toxic effect of venom of brown recluse spider, accidental (unintentional), episode of care unspecified	D001098
217665000	Poisoning due to venomous spider	T63.391?	Toxic effect of venom of other spider, accidental (unintentional), episode of care unspecified	D001098
2177002	Postherpetic neuralgia	B02.22	Postherpetic trigeminal neuralgia	D051474
2177002	Postherpetic neuralgia	B02.29	Other postherpetic nervous system involvement	D051474
217710005	Congenital iodine deficiency syndrome	E00.9	Congenital iodine-deficiency syndrome, unspecified	D003409
21841000119100	Phencyclidine induced mental problem	F16.99	Hallucinogen use, unspecified with unspecified hallucinogen-induced disorder	D010623
21850008	Plagiocephaly	Q65.9	Congenital deformity of hip, unspecified	D059041
21850008	Plagiocephaly	F78	Other intellectual disabilities	D059041
21850008	Plagiocephaly	M95.2	Other acquired deformity of head	D059041
21928008	Secondary open-angle glaucoma	H40.50X0	Glaucoma secondary to other eye disorders, unspecified eye, stage unspecified	D005902
22006008	Hypertelorism	Q10.3	Other congenital malformations of eyelid	D006972
22006008	Hypertelorism	Q18.8	Other specified congenital malformations of face and neck	D006972
22006008	Hypertelorism	Q66.7	Congenital pes cavus	D006972
22033007	Fetal growth restriction	O35.8XX0	Maternal care for other (suspected) fetal abnormality and damage, not applicable or unspecified	D005317
22053006	Klinefelter syndrome	Q98.1	Klinefelter syndrome, male with more than two X chromosomes	D007713
22053006	Klinefelter syndrome	Q98.1	Klinefelter syndrome, male with more than two X chromosomes	D007713
22053006	Klinefelter syndrome	Q98.1	Klinefelter syndrome, male with more than two X chromosomes	D007713
22053006	Klinefelter syndrome	Q98.1	Klinefelter syndrome, male with more than two X chromosomes	D007713
22130008	Organic mercury poisoning	T56.1X1?	Toxic effect of mercury and its compounds, accidental (unintentional), episode of care unspecified	D020262
221360009	Spasticity	R25.2	Cramp and spasm	D009128
22166009	Skeletal muscle tender	R29.898	Other symptoms and signs involving the musculoskeletal system	D063806
22166009	Skeletal muscle tender	M79.10	Myalgia, unspecified site	D063806
22220005	Genuine stress incontinence	N39.46	Mixed incontinence	D014550
22220005	Genuine stress incontinence	N81.9	Female genital prolapse, unspecified	D014550
22220005	Genuine stress incontinence	N39.3	Stress incontinence (female) (male)	D014550
22220005	Genuine stress incontinence	N81.9	Female genital prolapse, unspecified	D014550
22220005	Genuine stress incontinence	K63.4	Enteroptosis	D014550
22220005	Genuine stress incontinence	N39.46	Mixed incontinence	D014550
22220005	Genuine stress incontinence	Z90.79	Acquired absence of other genital organ(s)	D014550
22240003	Pericoronitis	K05.20	Aggressive periodontitis, unspecified	D010497
22247000	Dehiscence of surgical wound	T81.30X?	Disruption of wound, unspecified, episode of care unspecified	D013529
2228002	Scintillating scotoma	H53.19	Other subjective visual disturbances	D012607
22298006	Myocardial infarction	I21.9	Acute myocardial infarction, unspecified	D009203
223726008	Pachydermoperiostosis of nail	Q84.6	Other congenital malformations of nails	D010004
224186005	Cerebellar deficiency syndrome	G31.89	Other specified degenerative diseases of nervous system	D002526
22455005	Cytomegaloviral retinitis	H30.91	Unspecified chorioretinal inflammation, right eye	D017726
22455005	Cytomegaloviral retinitis	H20.039	Secondary infectious iridocyclitis, unspecified eye	D017726
22455005	Cytomegaloviral retinitis	H30.93	Unspecified chorioretinal inflammation, bilateral	D017726
22455005	Cytomegaloviral retinitis	B25.8	Other cytomegaloviral diseases	D017726
22455005	Cytomegaloviral retinitis	B25.8	Other cytomegaloviral diseases	D017726
22455005	Cytomegaloviral retinitis	H30.92	Unspecified chorioretinal inflammation, left eye	D017726
22455005	Cytomegaloviral retinitis	H30.90	Unspecified chorioretinal inflammation, unspecified eye	D017726
22455005	Cytomegaloviral retinitis	H32	Chorioretinal disorders in diseases classified elsewhere	D017726
22490002	Bleeding from mouth	K13.79	Other lesions of oral mucosa	D006472
22500005	Esophagostomiasis	B81.8	Other specified intestinal helminthiases	D009814
22542007	Exudative enteropathy	K90.49	Malabsorption due to intolerance, not elsewhere classified	D011504
225655006	Degenerative polyarthritis	M13.80	Other specified arthritis, unspecified site	D010003
22631008	Unsteady when walking	R26.89	Other abnormalities of gait and mobility	D020233
22649008	Photodermatitis	L56.8	Other specified acute skin changes due to ultraviolet radiation	D010787
22754005	Staphylococcal pneumonia	P23.2	Congenital pneumonia due to staphylococcus	D011023
22754005	Staphylococcal pneumonia	J15.211	Pneumonia due to Methicillin susceptible Staphylococcus aureus	D011023
22754005	Staphylococcal pneumonia	J15.211	Pneumonia due to Methicillin susceptible Staphylococcus aureus	D011023
22754005	Staphylococcal pneumonia	J15.212	Pneumonia due to Methicillin resistant Staphylococcus aureus	D011023
22754005	Staphylococcal pneumonia	J15.212	Pneumonia due to Methicillin resistant Staphylococcus aureus	D011023
22810007	Mandibular prognathism	M26.19	Other specified anomalies of jaw-cranial base relationship	D008313
22811006	Leukoencephalopathy	G93.49	Other encephalopathy	D056784
228158008	Walking disability	R26.2	Difficulty in walking, not elsewhere classified	D051346
228315001	Binge drinker	F10.10	Alcohol abuse, uncomplicated	D063425
228326007	Drinking binge	F10.10	Alcohol abuse, uncomplicated	D063425
22841008	Phocomelia	Q72.10	Congenital absence of unspecified thigh and lower leg with foot present	D004480
22841008	Phocomelia	Q74.8	Other specified congenital malformations of limb(s)	D004480
22886006	Glutaric aciduria, type 2	P74.8	Other transitory metabolic disturbances of newborn	D054069
22951000119104	Recurrent croup	T78.40X?	Allergy, unspecified, episode of care unspecified	D003440
229631007	Acquired stammering	F98.5	Adult onset fluency disorder	D013342
229654003	Broca's dysphasia	F80.1	Expressive language disorder	D001039
229664007	Receptive dysphasia	F80.2	Mixed receptive-expressive language disorder	D001041
229665008	Expressive dysphasia	F80.1	Expressive language disorder	D001039
229685007	Flaccid dysarthria	R47.1	Dysarthria and anarthria	D004401
229686008	Mixed dysarthria	R47.1	Dysarthria and anarthria	D004401
229721007	Speech delay	Q17.8	Other specified congenital malformations of ear	D007805
229727006	Velopharyngeal inadequacy	Q38.8	Other congenital malformations of pharynx	D014681
229727006	Velopharyngeal inadequacy	K13.79	Other lesions of oral mucosa	D014681
229844004	Deformity of foot	M21.969	Unspecified acquired deformity of unspecified lower leg	D005530
23006000	Skin hypopigmented	L81.5	Leukoderma, not elsewhere classified	D017496
23014006	Cervicofacial actinomycosis	A42.89	Other forms of actinomycosis	D000197
230145002	Difficulty breathing	P28.89	Other specified respiratory conditions of newborn	D004417
230191005	Rasmussen syndrome	G04.81	Other encephalitis and encephalomyelitis	D004660
230191005	Rasmussen syndrome	G40.119	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus	D004660
230192003	Limbic encephalitis	G04.81	Other encephalitis and encephalomyelitis	D020363
230199007	Post-infectious encephalomyelitis	G36.1	Acute and subacute hemorrhagic leukoencephalitis [Hurst]	D004673
230199007	Post-infectious encephalomyelitis	G04.01	Postinfectious acute disseminated encephalitis and encephalomyelitis (postinfectious ADEM)	D004673
230208003	Cerebral pyogenic abscess	G06.0	Intracranial abscess and granuloma	D001922
230247001	Distal spinal muscular atrophy	R06.03	Acute respiratory distress	D009134
230247001	Distal spinal muscular atrophy	Q12.0	Congenital cataract	D009134
230252006	Oculopharyngeal spinal muscular atrophy	G12.8	Other spinal muscular atrophies and related syndromes	D009134
230253001	Bulbospinal neuronopathy	G12.8	Other spinal muscular atrophies and related syndromes	D009134
230253001	Bulbospinal neuronopathy	G12.8	Other spinal muscular atrophies and related syndromes	D055534
230270009	Frontotemporal dementia	G31.09	Other frontotemporal dementia	D057180
230270009	Frontotemporal dementia	Q99.8	Other specified chromosome abnormalities	D057180
230270009	Frontotemporal dementia	F02.80	Dementia in other diseases classified elsewhere without behavioral disturbance	D057180
230270009	Frontotemporal dementia	F02.80	Dementia in other diseases classified elsewhere without behavioral disturbance	D057180
230270009	Frontotemporal dementia	F02.81	Dementia in other diseases classified elsewhere with behavioral disturbance	D057180
230278002	Progressive aphasia	F02.80	Dementia in other diseases classified elsewhere without behavioral disturbance	D001037
230282000	Traumatic encephalopathy	T79.8XX?	Other early complications of trauma, episode of care unspecified	D038223
230282000	Traumatic encephalopathy	F03.91	Unspecified dementia with behavioral disturbance	D038223
230285003	Vascular dementia of acute onset	F01.50	Vascular dementia without behavioral disturbance	D015140
230286002	Subcortical vascular dementia	G93.49	Other encephalopathy	D015140
230286002	Subcortical vascular dementia	F01.50	Vascular dementia without behavioral disturbance	D015140
230288001	Semantic dementia	G31.09	Other frontotemporal dementia	D057180
230297002	Multiple system atrophy	G90.3	Multi-system degeneration of the autonomic nervous system	D019578
230310003	Paroxysmal dystonia	G24.8	Other dystonia	D004421
230318005	Idiopathic familial dystonia	G24.8	Other dystonia	D020821
230318005	Idiopathic familial dystonia	G24.8	Other dystonia	D020821
230318005	Idiopathic familial dystonia	G24.8	Other dystonia	D020821
230332007	Diurnal dystonia	G24.8	Other dystonia	D004421
230333002	Drug-induced akathisia	T43.505?	Adverse effect of unspecified antipsychotics and neuroleptics, episode of care unspecified	D017109
230333002	Drug-induced akathisia	T50.905?	Adverse effect of unspecified drugs, medicaments and biological substances, episode of care unspecified	D017109
230336005	Vocal tic disorder	F95.8	Other tic disorders	D013981
230337001	Motor tic disorder	F95.8	Other tic disorders	D013981
230365004	Neuroaxonal dystrophy	G31.89	Other specified degenerative diseases of nervous system	D019150
230375001	Subacute hemorrhagic leukoencephalitis	G36.1	Acute and subacute hemorrhagic leukoencephalitis [Hurst]	D004684
230377009	Extrapontine myelinolysis	G37.9	Demyelinating disease of central nervous system, unspecified	D017590
230379007	Subacute necrotizing myelitis	G37.4	Subacute necrotizing myelitis of central nervous system	D009187
230380005	Balo concentric sclerosis	G37.5	Concentric sclerosis [Balo] of central nervous system	D002549
230381009	Localization-related epilepsy	G40.009	Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus	D004828
230382002	Benign frontal epilepsy of childhood	G40.009	Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus	D017034
230383007	Benign psychomotor epilepsy of childhood	G40.009	Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus	D004833
230386004	Childhood epilepsy with occipital paroxysms	G40.019	Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, without status epilepticus	D004828
230386004	Childhood epilepsy with occipital paroxysms	G40.009	Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus	D004828
230387008	Benign occipital epilepsy of childhood - early onset variant	G40.009	Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus	D004828
230391003	Amygdalo-hippocampal epilepsy	G40.109	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus	D004828
230392005	Rhinencephalic epilepsy	G40.802	Other epilepsy, not intractable, without status epilepticus	D004828
230393000	Lateral temporal epilepsy	G40.009	Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus	D004833
230394006	Frontal lobe epilepsy	G40.109	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus	D017034
230395007	Supplementary motor epilepsy	G40.109	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus	D017034
230396008	Cingulate epilepsy	G40.109	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus	D017034
230397004	Anterior frontopolar epilepsy	G40.109	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus	D017034
230398009	Orbitofrontal epilepsy	G40.109	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus	D017034
230400008	Opercular epilepsy	G40.109	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus	D017034
2304001	Discitis	M46.42	Discitis, unspecified, cervical region	D015299
2304001	Discitis	M46.44	Discitis, unspecified, thoracic region	D015299
2304001	Discitis	M46.46	Discitis, unspecified, lumbar region	D015299
2304001	Discitis	M46.30	Infection of intervertebral disc (pyogenic), site unspecified	D015299
2304001	Discitis	M46.40	Discitis, unspecified, site unspecified	D015299
230404004	Occipital lobe epilepsy	G40.119	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus	D004828
230404004	Occipital lobe epilepsy	G40.209	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, without status epilepticus	D004828
230404004	Occipital lobe epilepsy	G40.219	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus	D004828
230404004	Occipital lobe epilepsy	G40.109	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus	D004828
230410004	Benign neonatal familial convulsions	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D020936
230411000	Benign non-familial neonatal convulsions	P90	Convulsions of newborn	D020936
230412007	Myoclonic epilepsy of early childhood	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004831
230413002	Juvenile absence epilepsy	G40.A19	Absence epileptic syndrome, intractable, without status epilepticus	D004832
230413002	Juvenile absence epilepsy	G40.A09	Absence epileptic syndrome, not intractable, without status epilepticus	D004832
230413002	Juvenile absence epilepsy	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004832
230416005	Cryptogenic West syndrome	G40.822	Epileptic spasms, not intractable, without status epilepticus	D013036
230417001	Symptomatic West syndrome	G40.822	Epileptic spasms, not intractable, without status epilepticus	D013036
230418006	Lennox-Gastaut syndrome	G40.814	Lennox-Gastaut syndrome, intractable, without status epilepticus	D065768
230418006	Lennox-Gastaut syndrome	G40.812	Lennox-Gastaut syndrome, not intractable, without status epilepticus	D065768
230421008	Myoclonic astatic epilepsy	G40.419	Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus	D004831
230421008	Myoclonic astatic epilepsy	G40.409	Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004831
230422001	Myoclonic absence epilepsy	G40.419	Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus	D004831
230422001	Myoclonic absence epilepsy	G40.409	Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004831
230422001	Myoclonic absence epilepsy	G40.A09	Absence epileptic syndrome, not intractable, without status epilepticus	D004831
230423006	Unverricht-Lundborg syndrome	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D020194
230425004	Lafora disease	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D020192
230426003	Myoclonic epilepsy - ragged red fibers	G40.409	Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus	D017243
230426003	Myoclonic epilepsy - ragged red fibers	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D017243
230427007	Cryptogenic myoclonic epilepsy	G40.409	Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004831
230428002	Idiopathic myoclonic epilepsy	G40.409	Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004831
230430000	Symptomatic myoclonic epilepsy	G40.409	Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004831
230437002	Severe myoclonic epilepsy in infancy	G40.409	Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004831
230437002	Severe myoclonic epilepsy in infancy	G40.419	Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus	D004831
230437002	Severe myoclonic epilepsy in infancy	G40.309	Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus	D004831
230438007	Acquired epileptic aphasia	G40.804	Other epilepsy, intractable, without status epilepticus	D018887
230438007	Acquired epileptic aphasia	G40.802	Other epilepsy, not intractable, without status epilepticus	D018887
230454005	Aquagenic epilepsy	G40.802	Other epilepsy, not intractable, without status epilepticus	D020195
230456007	Status epilepticus	G40.901	Epilepsy, unspecified, not intractable, with status epilepticus	D013226
230460005	Complex partial status epilepticus	G40.211	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, with status epilepticus	D013226
230460005	Complex partial status epilepticus	G40.201	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, with status epilepticus	D013226
230467008	Status migrainosus	G43.B0	Ophthalmoplegic migraine, not intractable	D008881
230467008	Status migrainosus	G43.101	Migraine with aura, not intractable, with status migrainosus	D008881
230467008	Status migrainosus	G43.001	Migraine without aura, not intractable, with status migrainosus	D008881
230467008	Status migrainosus	G43.401	Hemiplegic migraine, not intractable, with status migrainosus	D008881
230467008	Status migrainosus	G43.411	Hemiplegic migraine, intractable, with status migrainosus	D008881
230467008	Status migrainosus	G43.821	Menstrual migraine, not intractable, with status migrainosus	D008881
230467008	Status migrainosus	G43.831	Menstrual migraine, intractable, with status migrainosus	D008881
230467008	Status migrainosus	G43.101	Migraine with aura, not intractable, with status migrainosus	D008881
230467008	Status migrainosus	G40.901	Epilepsy, unspecified, not intractable, with status epilepticus	D008881
230472004	Episodic cluster headache	G44.011	Episodic cluster headache, intractable	D003027
230477005	Chronic post-traumatic headache	G44.321	Chronic post-traumatic headache, intractable	D051298
230477005	Chronic post-traumatic headache	G44.329	Chronic post-traumatic headache, not intractable	D051298
230479008	Post dural puncture headache	O99.89	Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium	D051299
230479008	Post dural puncture headache	O29.40	Spinal and epidural anesthesia induced headache during pregnancy, unspecified trimester	D051299
